WORK_ORDER_ID,PRODUCT_FAMILY,PRODUCT_SERIES,SERIAL_NUMBER,START_DATE,COMPLETION_DATE,STATUS
WO-01749,Loader,Compact,LOA-C-28975,2020-12-12,2020-12-30,completed
WO-01750,Loader,Compact,LOA-C-38972,2020-08-23,2020-09-02,completed
WO-01751,Excavator,Compact,EXC-C-30748,2022-06-06,2022-06-14,completed
WO-01752,Bulldozer,Compact,BUL-C-60201,2021-03-22,2021-03-28,completed
WO-01753,Grader,Compact,GRA-C-40178,2024-10-23,2024-11-04,completed
WO-01754,Loader,HD-Series,LOA-H-36085,2022-12-31,2023-01-16,completed
WO-01755,Loader,Compact,LOA-C-80615,2021-06-29,2021-07-06,completed
WO-01756,Bulldozer,HD-Series,BUL-H-66570,2020-10-25,2020-11-06,completed
WO-01757,Excavator,Standard,EXC-S-74455,2020-03-03,2020-03-20,completed
WO-01758,Excavator,Compact,EXC-C-83839,2024-03-24,2024-04-01,completed
WO-01759,Bulldozer,HD-Series,BUL-H-97534,2021-10-26,2021-11-09,quality_hold
WO-01760,Excavator,HD-Series,EXC-H-93231,2022-10-12,2022-10-29,completed
WO-01761,Loader,Compact,LOA-C-67009,2020-04-13,2020-04-29,completed
WO-01762,Loader,Compact,LOA-C-61524,2021-11-26,2021-12-06,completed
WO-01763,Bulldozer,Compact,BUL-C-36318,2020-04-29,2020-05-12,completed
WO-01764,Loader,Standard,LOA-S-68359,2022-08-22,2022-09-07,completed
WO-01765,Grader,HD-Series,GRA-H-10222,2020-06-12,2020-06-24,completed
WO-01766,Excavator,HD-Series,EXC-H-23908,2023-09-10,2023-09-15,quality_hold
WO-01767,Bulldozer,HD-Series,BUL-H-35364,2022-07-03,2022-07-23,completed
WO-01768,Bulldozer,Standard,BUL-S-44899,2024-05-30,2024-06-08,completed
WO-01769,Loader,Standard,LOA-S-90709,2022-03-11,2022-03-20,completed
WO-01770,Bulldozer,Compact,BUL-C-97061,2022-02-20,2022-03-06,completed
WO-01771,Excavator,Standard,EXC-S-81041,2023-03-08,2023-03-24,completed
WO-01772,Bulldozer,Standard,BUL-S-11800,2024-11-10,2024-11-16,completed
WO-01773,Bulldozer,Standard,BUL-S-63048,2024-01-06,2024-01-16,completed
WO-01774,Loader,HD-Series,LOA-H-52216,2021-10-07,2021-10-17,quality_hold
WO-01775,Bulldozer,Compact,BUL-C-77041,2024-12-02,2024-12-17,completed
WO-01776,Excavator,Standard,EXC-S-45748,2020-09-28,2020-10-15,completed
WO-01777,Grader,Standard,GRA-S-73019,2024-08-03,2024-08-16,completed
WO-01778,Grader,Compact,GRA-C-92549,2021-08-21,2021-09-08,completed
WO-01779,Loader,Standard,LOA-S-58993,2021-01-05,2021-01-21,completed
WO-01780,Grader,Compact,GRA-C-60110,2024-09-03,2024-09-14,completed
WO-01781,Loader,HD-Series,LOA-H-25162,2021-09-25,2021-09-30,completed
WO-01782,Loader,Compact,LOA-C-99801,2020-07-05,2020-07-24,completed
WO-01783,Grader,Standard,GRA-S-79076,2021-08-19,2021-08-26,completed
WO-01784,Grader,Compact,GRA-C-42242,2024-10-29,2024-11-15,completed
WO-01785,Grader,Compact,GRA-C-60131,2020-05-26,2020-05-31,completed
WO-01786,Grader,Standard,GRA-S-49487,2021-04-05,2021-04-12,completed
WO-01787,Bulldozer,Compact,BUL-C-36352,2024-02-09,2024-02-28,completed
WO-01788,Bulldozer,Compact,BUL-C-54837,2020-06-30,2020-07-07,completed
WO-01789,Loader,HD-Series,LOA-H-73215,2020-07-13,2020-07-29,completed
WO-01790,Loader,Compact,LOA-C-38325,2021-11-18,2021-12-03,completed
WO-01791,Loader,Standard,LOA-S-57814,2022-06-26,2022-07-13,quality_hold
WO-01792,Loader,Compact,LOA-C-96205,2023-08-02,2023-08-14,quality_hold
WO-01793,Excavator,HD-Series,EXC-H-34164,2021-08-20,2021-08-31,quality_hold
WO-01794,Bulldozer,HD-Series,BUL-H-77637,2022-07-25,2022-08-02,completed
WO-01795,Bulldozer,Standard,BUL-S-71890,2024-03-26,2024-04-06,quality_hold
WO-01796,Bulldozer,Compact,BUL-C-30025,2020-09-06,2020-09-16,completed
WO-01797,Bulldozer,Compact,BUL-C-53898,2023-07-05,2023-07-16,completed
WO-01798,Bulldozer,HD-Series,BUL-H-57112,2020-05-19,2020-05-24,completed
WO-01799,Excavator,HD-Series,EXC-H-44986,2020-07-14,2020-07-20,quality_hold
WO-01800,Grader,Compact,GRA-C-54973,2023-04-16,2023-05-03,completed
WO-01801,Excavator,Compact,EXC-C-76004,2021-07-07,2021-07-25,completed
WO-01802,Grader,Standard,GRA-S-39251,2022-11-11,2022-11-28,completed
WO-01803,Excavator,Standard,EXC-S-87211,2024-03-21,2024-03-28,completed
WO-01804,Grader,Compact,GRA-C-26042,2021-05-26,2021-06-15,completed
WO-01805,Grader,Standard,GRA-S-34112,2022-09-24,2022-10-13,completed
WO-01806,Loader,Standard,LOA-S-48335,2024-08-04,2024-08-12,completed
WO-01807,Bulldozer,Standard,BUL-S-15271,2023-09-03,2023-09-23,quality_hold
WO-01808,Bulldozer,Standard,BUL-S-68166,2022-08-05,2022-08-22,completed
WO-01809,Excavator,Compact,EXC-C-20182,2023-10-12,2023-10-29,completed
WO-01810,Loader,HD-Series,LOA-H-85881,2023-08-13,2023-09-01,quality_hold
WO-01811,Bulldozer,Standard,BUL-S-21889,2021-04-09,2021-04-27,quality_hold
WO-01812,Loader,Compact,LOA-C-15710,2024-07-07,2024-07-14,completed
WO-01813,Loader,Compact,LOA-C-69525,2021-05-26,2021-06-13,quality_hold
WO-01814,Grader,Compact,GRA-C-28224,2023-12-24,2024-01-01,completed
WO-01815,Grader,Compact,GRA-C-12155,2022-01-24,2022-02-13,quality_hold
WO-01816,Loader,Standard,LOA-S-24806,2020-08-16,2020-08-29,quality_hold
WO-01817,Excavator,Compact,EXC-C-39996,2023-01-28,2023-02-11,quality_hold
WO-01818,Grader,Compact,GRA-C-22301,2023-07-11,2023-07-17,completed
WO-01819,Bulldozer,Standard,BUL-S-34130,2021-05-29,2021-06-17,completed
WO-01820,Loader,HD-Series,LOA-H-51852,2021-01-03,2021-01-10,completed
WO-01821,Loader,Compact,LOA-C-69810,2020-03-23,2020-03-28,completed
WO-01822,Loader,Standard,LOA-S-68243,2022-05-26,2022-06-11,quality_hold
WO-01823,Excavator,HD-Series,EXC-H-66761,2022-06-19,2022-07-04,completed
WO-01824,Loader,Standard,LOA-S-42978,2022-06-07,2022-06-13,completed
WO-01825,Excavator,HD-Series,EXC-H-46243,2020-11-22,2020-12-08,completed
WO-01826,Excavator,HD-Series,EXC-H-23039,2023-03-04,2023-03-22,completed
WO-01827,Grader,Standard,GRA-S-53487,2021-05-10,2021-05-15,completed
WO-01828,Grader,Standard,GRA-S-67414,2022-06-15,2022-06-22,completed
WO-01829,Excavator,Compact,EXC-C-36996,2021-05-03,2021-05-18,quality_hold
WO-01830,Excavator,Compact,EXC-C-85154,2022-03-21,2022-04-06,completed
WO-01831,Grader,Compact,GRA-C-84406,2022-03-23,2022-04-01,completed
WO-01832,Bulldozer,Standard,BUL-S-68079,2021-11-08,2021-11-14,completed
WO-01833,Grader,HD-Series,GRA-H-20850,2022-03-29,2022-04-05,quality_hold
WO-01834,Grader,Compact,GRA-C-16646,2024-04-11,2024-04-24,completed
WO-01835,Bulldozer,Compact,BUL-C-25603,2023-04-30,2023-05-07,completed
WO-01836,Bulldozer,Standard,BUL-S-26302,2023-07-12,2023-07-17,completed
WO-01837,Grader,Standard,GRA-S-39893,2022-04-13,2022-04-27,completed
WO-01838,Excavator,Compact,EXC-C-24885,2022-09-02,2022-09-08,quality_hold
WO-01839,Loader,Compact,LOA-C-93863,2022-02-20,2022-02-25,completed
WO-01840,Excavator,Compact,EXC-C-20322,2022-05-26,2022-06-12,completed
WO-01841,Excavator,Compact,EXC-C-57344,2023-11-27,2023-12-15,completed
WO-01842,Bulldozer,Compact,BUL-C-85159,2023-08-13,2023-08-24,quality_hold
WO-01843,Excavator,HD-Series,EXC-H-50296,2020-01-28,2020-02-11,completed
WO-01844,Excavator,Compact,EXC-C-26477,2021-10-31,2021-11-08,completed
WO-01845,Loader,Compact,LOA-C-65767,2022-03-16,2022-03-25,completed
WO-01846,Loader,Standard,LOA-S-65517,2022-02-24,2022-03-11,completed
WO-01847,Loader,HD-Series,LOA-H-94301,2023-03-20,2023-04-02,completed
WO-01848,Excavator,HD-Series,EXC-H-28936,2022-02-10,2022-02-24,completed
WO-01849,Bulldozer,Standard,BUL-S-84266,2021-05-29,2021-06-12,completed
WO-01850,Loader,HD-Series,LOA-H-98426,2020-07-01,2020-07-16,completed
WO-01851,Excavator,Compact,EXC-C-28823,2024-01-27,2024-02-15,quality_hold
WO-01852,Bulldozer,HD-Series,BUL-H-73955,2020-01-30,2020-02-04,completed
WO-01853,Bulldozer,Standard,BUL-S-81785,2023-08-31,2023-09-08,completed
WO-01854,Bulldozer,Standard,BUL-S-25326,2020-02-02,2020-02-18,completed
WO-01855,Loader,Standard,LOA-S-51498,2024-04-02,2024-04-16,completed
WO-01856,Bulldozer,Standard,BUL-S-76186,2020-07-22,2020-08-07,completed
WO-01857,Loader,Compact,LOA-C-76114,2020-11-11,2020-11-26,completed
WO-01858,Grader,Compact,GRA-C-31992,2022-07-20,2022-07-25,quality_hold
WO-01859,Excavator,HD-Series,EXC-H-89825,2024-01-02,2024-01-10,completed
WO-01860,Grader,Standard,GRA-S-76857,2021-12-19,2021-12-28,completed
WO-01861,Grader,Standard,GRA-S-94115,2021-12-12,2021-12-27,quality_hold
WO-01862,Excavator,Compact,EXC-C-64628,2024-04-01,2024-04-13,completed
WO-01863,Grader,Standard,GRA-S-16771,2024-05-18,2024-05-24,quality_hold
WO-01864,Grader,Standard,GRA-S-89105,2021-07-31,2021-08-16,completed
WO-01865,Bulldozer,Standard,BUL-S-27753,2020-07-26,2020-08-04,completed
WO-01866,Bulldozer,HD-Series,BUL-H-23982,2022-04-23,2022-05-04,completed
WO-01867,Bulldozer,Compact,BUL-C-52422,2020-03-12,2020-03-25,completed
WO-01868,Bulldozer,HD-Series,BUL-H-52631,2024-12-25,2025-01-13,completed
WO-01869,Loader,HD-Series,LOA-H-47748,2023-07-10,2023-07-18,completed
WO-01870,Loader,Compact,LOA-C-69834,2023-04-20,2023-04-29,completed
WO-01871,Excavator,HD-Series,EXC-H-63208,2024-07-13,2024-08-02,completed
WO-01872,Bulldozer,Compact,BUL-C-92204,2024-08-18,2024-09-02,quality_hold
WO-01873,Loader,Standard,LOA-S-79791,2020-06-26,2020-07-02,completed
WO-01874,Loader,Standard,LOA-S-34384,2021-07-16,2021-07-28,completed
WO-01875,Grader,HD-Series,GRA-H-21948,2023-08-13,2023-08-28,completed
WO-01876,Grader,HD-Series,GRA-H-71208,2023-06-22,2023-06-29,completed
WO-01877,Excavator,Compact,EXC-C-72090,2024-02-13,2024-02-19,quality_hold
WO-01878,Bulldozer,HD-Series,BUL-H-39592,2022-05-05,2022-05-13,completed
WO-01879,Loader,Standard,LOA-S-55491,2024-02-14,2024-02-26,completed
WO-01880,Loader,Compact,LOA-C-34861,2021-01-10,2021-01-17,completed
WO-01881,Excavator,HD-Series,EXC-H-27468,2021-07-07,2021-07-27,completed
WO-01882,Bulldozer,Compact,BUL-C-11579,2022-09-01,2022-09-18,completed
WO-01883,Loader,Compact,LOA-C-41038,2024-03-08,2024-03-15,completed
WO-01884,Excavator,Compact,EXC-C-97077,2021-12-09,2021-12-28,completed
WO-01885,Bulldozer,Standard,BUL-S-89994,2023-05-27,2023-06-12,completed
WO-01886,Loader,HD-Series,LOA-H-20606,2020-10-28,2020-11-13,completed
WO-01887,Loader,Compact,LOA-C-85474,2022-06-20,2022-07-01,quality_hold
WO-01888,Grader,HD-Series,GRA-H-81639,2021-08-28,2021-09-15,completed
WO-01889,Loader,Compact,LOA-C-35907,2021-12-09,2021-12-29,completed
WO-01890,Loader,HD-Series,LOA-H-39234,2022-07-19,2022-07-30,completed
WO-01891,Excavator,HD-Series,EXC-H-83853,2021-02-11,2021-02-23,quality_hold
WO-01892,Excavator,Compact,EXC-C-54489,2020-12-29,2021-01-16,quality_hold
WO-01893,Loader,HD-Series,LOA-H-12811,2022-04-16,2022-05-01,quality_hold
WO-01894,Loader,HD-Series,LOA-H-17421,2021-03-01,2021-03-07,completed
WO-01895,Grader,Standard,GRA-S-72172,2023-02-19,2023-02-26,completed
WO-01896,Loader,Compact,LOA-C-21453,2020-11-21,2020-11-26,completed
WO-01897,Loader,Standard,LOA-S-21237,2022-12-05,2022-12-17,completed
WO-01898,Excavator,Standard,EXC-S-90104,2024-12-04,2024-12-15,completed
WO-01899,Bulldozer,HD-Series,BUL-H-67052,2020-11-24,2020-12-10,completed
WO-01900,Grader,Compact,GRA-C-74152,2023-04-04,2023-04-18,completed
WO-01901,Loader,Compact,LOA-C-28811,2020-04-11,2020-04-30,completed
WO-01902,Grader,Standard,GRA-S-76147,2020-01-28,2020-02-07,completed
WO-01903,Bulldozer,Compact,BUL-C-62968,2022-06-11,2022-06-16,completed
WO-01904,Grader,Compact,GRA-C-25088,2021-08-03,2021-08-14,completed
WO-01905,Loader,Standard,LOA-S-32683,2022-04-07,2022-04-14,completed
WO-01906,Grader,Compact,GRA-C-94390,2024-10-22,2024-10-30,completed
WO-01907,Excavator,Standard,EXC-S-74081,2021-12-18,2021-12-28,completed
WO-01908,Grader,Compact,GRA-C-28425,2020-08-03,2020-08-12,completed
WO-01909,Excavator,Compact,EXC-C-47695,2022-05-21,2022-05-29,completed
WO-01910,Bulldozer,HD-Series,BUL-H-45697,2023-02-15,2023-03-05,completed
WO-01911,Bulldozer,HD-Series,BUL-H-39684,2024-03-16,2024-03-26,completed
WO-01912,Loader,Compact,LOA-C-31620,2023-01-19,2023-02-02,quality_hold
WO-01913,Grader,Standard,GRA-S-12819,2021-04-29,2021-05-10,completed
WO-01914,Grader,Standard,GRA-S-37937,2022-08-27,2022-09-12,completed
WO-01915,Grader,HD-Series,GRA-H-59726,2022-08-25,2022-09-07,completed
WO-01916,Excavator,Standard,EXC-S-56414,2021-02-13,2021-02-18,completed
WO-01917,Bulldozer,Compact,BUL-C-25004,2020-06-28,2020-07-07,completed
WO-01918,Bulldozer,Standard,BUL-S-53666,2022-12-15,2022-12-26,quality_hold
WO-01919,Bulldozer,HD-Series,BUL-H-96276,2020-05-31,2020-06-06,completed
WO-01920,Excavator,Compact,EXC-C-16492,2020-09-14,2020-09-27,completed
WO-01921,Loader,HD-Series,LOA-H-87634,2022-10-26,2022-11-13,completed
WO-01922,Loader,Standard,LOA-S-85149,2022-01-02,2022-01-21,completed
WO-01923,Excavator,Standard,EXC-S-35712,2023-08-08,2023-08-19,completed
WO-01924,Grader,HD-Series,GRA-H-89937,2024-01-10,2024-01-26,completed
WO-01925,Grader,Standard,GRA-S-11040,2020-03-24,2020-04-13,quality_hold
WO-01926,Grader,HD-Series,GRA-H-21251,2024-07-17,2024-08-01,completed
WO-01927,Loader,Compact,LOA-C-58948,2020-05-22,2020-06-08,quality_hold
WO-01928,Bulldozer,HD-Series,BUL-H-99639,2024-03-02,2024-03-22,completed
WO-01929,Bulldozer,HD-Series,BUL-H-83686,2024-06-29,2024-07-12,completed
WO-01930,Grader,Standard,GRA-S-21410,2023-10-18,2023-11-06,completed
WO-01931,Loader,Compact,LOA-C-63470,2020-06-26,2020-07-12,completed
WO-01932,Loader,Compact,LOA-C-69710,2022-06-09,2022-06-19,quality_hold
WO-01933,Bulldozer,HD-Series,BUL-H-17637,2023-09-19,2023-09-30,completed
WO-01934,Excavator,Compact,EXC-C-83304,2022-06-11,2022-06-25,completed
WO-01935,Excavator,Standard,EXC-S-10000,2020-11-02,2020-11-22,completed
WO-01936,Loader,Compact,LOA-C-98258,2024-03-26,2024-04-12,completed
WO-01937,Excavator,Standard,EXC-S-95336,2022-09-06,2022-09-26,completed
WO-01938,Bulldozer,Compact,BUL-C-26072,2021-08-11,2021-08-17,completed
WO-01939,Grader,Standard,GRA-S-70346,2022-05-04,2022-05-10,completed
WO-01940,Excavator,Standard,EXC-S-17420,2024-07-06,2024-07-11,completed
WO-01941,Excavator,Standard,EXC-S-95089,2024-03-17,2024-03-28,completed
WO-01942,Excavator,Standard,EXC-S-32938,2021-12-30,2022-01-17,completed
WO-01943,Loader,Compact,LOA-C-57697,2023-01-16,2023-01-28,completed
WO-01944,Loader,Compact,LOA-C-38683,2020-05-05,2020-05-19,quality_hold
WO-01945,Bulldozer,Standard,BUL-S-46026,2020-05-10,2020-05-25,completed
WO-01946,Loader,Standard,LOA-S-78975,2022-03-21,2022-04-05,completed
WO-01947,Excavator,Standard,EXC-S-17024,2020-04-19,2020-05-05,completed
WO-01948,Loader,Standard,LOA-S-27789,2023-10-04,2023-10-15,completed
WO-01949,Excavator,Compact,EXC-C-12969,2021-04-23,2021-05-02,quality_hold
WO-01950,Excavator,HD-Series,EXC-H-60482,2024-08-16,2024-09-02,completed
WO-01951,Loader,Compact,LOA-C-19781,2022-04-14,2022-04-26,completed
WO-01952,Bulldozer,HD-Series,BUL-H-23238,2023-04-07,2023-04-27,completed
WO-01953,Excavator,HD-Series,EXC-H-75415,2020-10-06,2020-10-24,quality_hold
WO-01954,Loader,Standard,LOA-S-95188,2021-07-23,2021-08-08,completed
WO-01955,Grader,Compact,GRA-C-53000,2021-08-13,2021-09-01,completed
WO-01956,Loader,HD-Series,LOA-H-78304,2020-09-21,2020-10-07,completed
WO-01957,Excavator,Compact,EXC-C-19373,2023-07-20,2023-08-06,completed
WO-01958,Bulldozer,HD-Series,BUL-H-62653,2020-06-03,2020-06-23,completed
WO-01959,Loader,HD-Series,LOA-H-70909,2023-04-07,2023-04-25,completed
WO-01960,Bulldozer,Compact,BUL-C-88552,2024-05-16,2024-06-01,completed
WO-01961,Loader,HD-Series,LOA-H-96410,2023-02-26,2023-03-16,completed
WO-01962,Grader,HD-Series,GRA-H-26076,2023-11-29,2023-12-07,completed
WO-01963,Grader,Standard,GRA-S-19048,2023-03-23,2023-03-30,completed
WO-01964,Loader,Compact,LOA-C-45916,2021-04-05,2021-04-17,completed
WO-01965,Loader,Compact,LOA-C-76147,2023-07-20,2023-08-05,completed
WO-01966,Loader,HD-Series,LOA-H-77648,2021-03-22,2021-03-27,completed
WO-01967,Loader,HD-Series,LOA-H-24936,2021-05-14,2021-05-23,completed
WO-01968,Grader,Standard,GRA-S-49069,2022-09-12,2022-10-01,completed
WO-01969,Bulldozer,HD-Series,BUL-H-51760,2024-06-03,2024-06-15,completed
WO-01970,Bulldozer,Compact,BUL-C-75904,2020-01-19,2020-02-08,quality_hold
WO-01971,Bulldozer,Standard,BUL-S-67384,2022-03-31,2022-04-09,quality_hold
WO-01972,Loader,Standard,LOA-S-70986,2024-09-08,2024-09-23,quality_hold
WO-01973,Grader,HD-Series,GRA-H-35143,2021-05-05,2021-05-24,completed
WO-01974,Bulldozer,Compact,BUL-C-31460,2022-02-21,2022-03-03,completed
WO-01975,Grader,HD-Series,GRA-H-80374,2021-07-23,2021-08-01,completed
WO-01976,Loader,Standard,LOA-S-23084,2024-09-05,2024-09-17,completed
WO-01977,Excavator,HD-Series,EXC-H-93675,2020-01-18,2020-01-23,completed
WO-01978,Excavator,Standard,EXC-S-79290,2024-02-28,2024-03-12,completed
WO-01979,Loader,HD-Series,LOA-H-49019,2024-06-26,2024-07-01,quality_hold
WO-01980,Bulldozer,Standard,BUL-S-16526,2022-06-24,2022-07-08,completed
WO-01981,Bulldozer,Standard,BUL-S-38009,2022-07-02,2022-07-08,completed
WO-01982,Excavator,Standard,EXC-S-39466,2022-05-23,2022-05-30,completed
WO-01983,Loader,HD-Series,LOA-H-75872,2021-04-13,2021-04-25,completed
WO-01984,Loader,HD-Series,LOA-H-29628,2023-02-03,2023-02-10,completed
WO-01985,Excavator,Compact,EXC-C-45393,2023-06-07,2023-06-23,completed
WO-01986,Loader,HD-Series,LOA-H-64169,2024-12-06,2024-12-15,completed
WO-01987,Loader,Compact,LOA-C-12295,2023-04-09,2023-04-16,quality_hold
WO-01988,Bulldozer,Standard,BUL-S-14176,2024-10-27,2024-11-02,quality_hold
WO-01989,Excavator,Compact,EXC-C-61242,2023-05-28,2023-06-17,completed
WO-01990,Grader,Compact,GRA-C-16753,2021-09-13,2021-09-21,completed
WO-01991,Excavator,Standard,EXC-S-20852,2020-08-09,2020-08-29,completed
WO-01992,Excavator,Compact,EXC-C-80212,2022-08-06,2022-08-11,completed
WO-01993,Loader,Standard,LOA-S-77344,2024-10-18,2024-10-30,completed
WO-01994,Bulldozer,HD-Series,BUL-H-63904,2024-09-21,2024-10-11,quality_hold
WO-01995,Bulldozer,HD-Series,BUL-H-51046,2022-03-02,2022-03-22,completed
WO-01996,Grader,Standard,GRA-S-71236,2021-08-10,2021-08-23,completed
WO-01997,Bulldozer,HD-Series,BUL-H-74827,2021-09-17,2021-09-27,completed
WO-01998,Excavator,HD-Series,EXC-H-46767,2022-04-25,2022-05-13,completed
WO-01999,Bulldozer,Standard,BUL-S-25963,2020-04-24,2020-05-11,quality_hold
WO-02000,Loader,Standard,LOA-S-18984,2022-11-30,2022-12-14,completed
WO-02001,Loader,Standard,LOA-S-80860,2020-03-29,2020-04-10,completed
WO-02002,Grader,HD-Series,GRA-H-27984,2021-03-15,2021-03-29,quality_hold
WO-02003,Excavator,Compact,EXC-C-22485,2021-10-05,2021-10-22,completed
WO-02004,Loader,Standard,LOA-S-75992,2023-04-13,2023-04-21,completed
WO-02005,Bulldozer,Compact,BUL-C-47411,2022-01-31,2022-02-08,completed
WO-02006,Grader,HD-Series,GRA-H-15473,2021-05-09,2021-05-23,completed
WO-02007,Loader,HD-Series,LOA-H-75034,2025-01-09,2025-01-26,completed
WO-02008,Excavator,HD-Series,EXC-H-13671,2022-07-29,2022-08-14,completed
WO-02009,Loader,HD-Series,LOA-H-47397,2024-12-11,2024-12-24,completed
WO-02010,Excavator,Compact,EXC-C-57706,2023-05-23,2023-06-11,completed
WO-02011,Loader,Standard,LOA-S-30416,2023-04-18,2023-05-07,quality_hold
WO-02012,Excavator,Standard,EXC-S-12984,2024-01-19,2024-02-08,completed
WO-02013,Loader,Compact,LOA-C-40680,2021-06-19,2021-07-05,completed
WO-02014,Excavator,HD-Series,EXC-H-15594,2024-05-03,2024-05-22,completed
WO-02015,Excavator,Compact,EXC-C-82371,2023-10-22,2023-11-04,completed
WO-02016,Loader,Compact,LOA-C-86116,2022-12-11,2022-12-21,quality_hold
WO-02017,Excavator,Compact,EXC-C-15372,2020-01-28,2020-02-14,completed
WO-02018,Bulldozer,Compact,BUL-C-87262,2020-08-05,2020-08-21,completed
WO-02019,Bulldozer,Standard,BUL-S-78575,2024-10-30,2024-11-06,completed
WO-02020,Bulldozer,Compact,BUL-C-45493,2022-02-25,2022-03-15,completed
WO-02021,Loader,Standard,LOA-S-22520,2024-02-20,2024-03-10,completed
WO-02022,Grader,Compact,GRA-C-40065,2021-07-05,2021-07-17,completed
WO-02023,Bulldozer,Standard,BUL-S-19294,2024-07-01,2024-07-14,completed
WO-02024,Loader,Compact,LOA-C-94418,2024-03-10,2024-03-26,completed
WO-02025,Bulldozer,Compact,BUL-C-13594,2022-04-12,2022-04-25,completed
WO-02026,Loader,Compact,LOA-C-17756,2021-07-04,2021-07-16,completed
WO-02027,Loader,Standard,LOA-S-77962,2024-03-02,2024-03-16,completed
WO-02028,Loader,Compact,LOA-C-97285,2022-07-20,2022-08-03,completed
WO-02029,Bulldozer,Standard,BUL-S-83116,2023-11-27,2023-12-13,completed
WO-02030,Loader,Standard,LOA-S-79892,2021-05-17,2021-05-25,completed
WO-02031,Excavator,Compact,EXC-C-72637,2023-03-07,2023-03-13,completed
WO-02032,Grader,Compact,GRA-C-59083,2020-04-27,2020-05-14,quality_hold
WO-02033,Bulldozer,HD-Series,BUL-H-37063,2020-06-07,2020-06-27,completed
WO-02034,Loader,HD-Series,LOA-H-53709,2023-08-31,2023-09-10,completed
WO-02035,Loader,Compact,LOA-C-25384,2024-07-05,2024-07-23,completed
WO-02036,Bulldozer,Compact,BUL-C-52813,2021-10-25,2021-11-12,completed
WO-02037,Grader,Standard,GRA-S-32119,2023-08-30,2023-09-12,completed
WO-02038,Loader,Compact,LOA-C-23357,2020-03-20,2020-04-07,quality_hold
WO-02039,Bulldozer,Compact,BUL-C-77957,2021-04-09,2021-04-22,completed
WO-02040,Loader,Standard,LOA-S-78650,2024-05-11,2024-05-27,completed
WO-02041,Grader,Compact,GRA-C-80739,2023-12-03,2023-12-08,completed
WO-02042,Bulldozer,Compact,BUL-C-47583,2020-06-12,2020-06-21,completed
WO-02043,Grader,Compact,GRA-C-37670,2023-02-25,2023-03-11,completed
WO-02044,Excavator,Compact,EXC-C-12130,2024-06-27,2024-07-12,completed
WO-02045,Loader,HD-Series,LOA-H-35051,2021-02-11,2021-02-26,completed
